mRNA,microRNA,T_CC,T_P,T_FDR,N_CC,N_P,N_FDR,Targetprofiler,Targetscan,MiRanda,mRNA_FC,miRNA_FC
IQSEC1,hsa-mir-1179,0.117896398,0.023327799,0.093492789,-0.390733801,0.020298963,0.075942066,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.953177731,1.017033147
DSCR3,hsa-mir-182,-0.125332551,0.015857455,0.070051726,0.410263104,0.014371333,0.060191861,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.751596847,3.144808605
MFAP3L,hsa-mir-548e,0.148651566,0.004161791,0.025031362,-0.433126023,0.009349618,0.045187936,targetprofiler-Yes,targetscan-NO,miRanda-NO,1.721730223,2.721750424
KLHL6,hsa-mir-100,0.271734509,1.10E-07,3.77E-06,-0.512662173,0.001639245,0.014462001,targetprofiler-NO,targetscan-NO,miRanda-Yes,0.806192795,0.682084661
DGAT2,hsa-mir-106a,0.140992078,0.006598798,0.035831645,-0.477805213,0.003698179,0.02451233,targetprofiler-Yes,targetscan-NO,miRanda-NO,1.087318377,1.675817792
RNF219,hsa-mir-548e,0.145717485,0.004978039,0.028799129,-0.388075148,0.021244363,0.078319714,targetprofiler-Yes,targetscan-NO,miRanda-NO,1.911207486,2.721750424
GOLGA8A,hsa-mir-301b,0.116371566,0.025189315,0.099016124,-0.537363365,0.000872487,0.00962952,targetprofiler-NO,targetscan-NO,miRanda-Yes,2.17863325,4.585745323
PARP2,hsa-mir-130b,0.272132147,1.05E-07,3.63E-06,-0.472818626,0.004126743,0.026337751,targetprofiler-NO,targetscan-NO,miRanda-Yes,1.140759554,2.369576267
PTPN14,hsa-mir-193b,0.136258214,0.008681201,0.044291745,-0.371648615,0.027930332,0.094159623,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.761724685,1.052584156
C1orf109,hsa-mir-345,0.133323967,0.010248503,0.050302491,-0.419227608,0.012183233,0.053883975,targetprofiler-Yes,targetscan-Yes,miRanda-NO,1.449946656,1.275714401
GON4L,hsa-mir-2114,0.129670676,0.012547079,0.058696944,-0.554972502,0.000539978,0.007069951,targetprofiler-Yes,targetscan-NO,miRanda-NO,1.285317882,0.765548126
VANGL2,hsa-mir-2114,0.164829264,0.001464572,0.010966533,-0.441092034,0.007994197,0.040697653,targetprofiler-Yes,targetscan-Yes,miRanda-NO,1.008317515,0.765548126
SH3BP2,hsa-mir-25,-0.140988539,0.006600171,0.035837683,0.429668858,0.009996009,0.047241535,targetprofiler-Yes,targetscan-Yes,miRanda-NO,1.299366335,2.278742153
PRR16,hsa-mir-20b,-0.129134744,0.01291998,0.06001504,0.462714104,0.005128391,0.030373073,targetprofiler-Yes,targetscan-NO,miRanda-NO,1.265718546,1.096736018
USP14,hsa-mir-500a,0.219416596,2.06E-05,0.000330122,-0.463426975,0.005051433,0.030070746,targetprofiler-NO,targetscan-Yes,miRanda-NO,1.545968704,3.224086923
C18orf34,hsa-mir-200a,-0.227574433,9.83E-06,0.000176963,0.465824007,0.004799916,0.029077986,targetprofiler-NO,targetscan-NO,miRanda-Yes,0.410285939,2.615069714
ATXN1,hsa-mir-495,0.14004511,0.006975462,0.037410066,-0.483921283,0.003225636,0.022420006,targetprofiler-Yes,targetscan-Yes,miRanda-NO,0.681321957,1.102229325
CACHD1,hsa-mir-500a,0.193275025,0.000183679,0.002035872,-0.454862666,0.006045083,0.033817373,targetprofiler-Yes,targetscan-Yes,miRanda-NO,1.062983361,3.224086923
NAA50,hsa-mir-223,0.143363643,0.00573418,0.032148689,-0.390983067,0.020212149,0.075714384,targetprofiler-NO,targetscan-Yes,miRanda-NO,1.318604033,2.866964151
THSD1,hsa-mir-495,0.301038932,3.45E-09,1.84E-07,-0.592700169,0.000175699,0.003431766,targetprofiler-NO,targetscan-Yes,miRanda-NO,1.002003605,1.102229325
IPO11,hsa-mir-132,0.302337811,2.93E-09,1.59E-07,-0.553027491,0.000570112,0.007322871,targetprofiler-NO,targetscan-Yes,miRanda-Yes,1.204534012,1.567540784
PAQR6,hsa-mir-1254,0.169562094,0.001059259,0.008459754,-0.368943231,0.029181723,0.096968604,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.821371874,4.41894629
EFR3B,hsa-mir-25,0.166511552,0.001306518,0.010009605,-0.484719494,0.003168012,0.022156056,targetprofiler-NO,targetscan-Yes,miRanda-NO,1.650565244,2.278742153
FAM53A,hsa-mir-552,0.19523578,0.000157361,0.001792492,-0.399358196,0.017469712,0.068652139,targetprofiler-NO,targetscan-Yes,miRanda-NO,1.442486229,82.30779965
TBC1D22A,hsa-mir-421,-0.178719836,0.000552421,0.004998012,0.47466211,0.003963553,0.025642919,targetprofiler-NO,targetscan-Yes,miRanda-Yes,0.716338957,4.175419425
CTDSP2,hsa-mir-758,0.188300659,0.000270094,0.002789983,-0.458467219,0.005608119,0.032195174,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.912493754,1.616154538
PODN,hsa-mir-758,0.119770244,0.021204085,0.087078919,-0.369880187,0.028743224,0.09600644,targetprofiler-Yes,targetscan-Yes,miRanda-NO,0.544384193,1.616154538
ABLIM1,hsa-mir-17,-0.122467241,0.018442625,0.07846746,0.423084007,0.011332494,0.05136036,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.540329435,3.786884216
AGBL5,hsa-mir-379,0.1287896,0.013165268,0.060871593,-0.444076412,0.007531532,0.039116665,targetprofiler-NO,targetscan-NO,miRanda-Yes,0.801619891,1.088202573
ANKRD34A,hsa-mir-150,0.20637703,6.35E-05,0.000847266,-0.400215564,0.017207428,0.067961946,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.533174712,1.137129725
CALN1,hsa-mir-301a,0.251621531,9.45E-07,2.40E-05,-0.386197959,0.021933668,0.080030649,targetprofiler-Yes,targetscan-NO,miRanda-NO,2.283083812,2.400755455
EMCN,hsa-mir-382,0.149136452,0.004039199,0.024451583,-0.420779309,0.011834651,0.052847778,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.758514996,2.289773594
C1QTNF1,hsa-mir-539,0.142825778,0.005920822,0.032949927,-0.401066617,0.01695034,0.067263267,targetprofiler-NO,targetscan-Yes,miRanda-NO,1.100950284,1.068863119
LRFN1,hsa-mir-381,0.13067341,0.011874798,0.056269257,-0.53557868,0.000914639,0.009924271,targetprofiler-NO,targetscan-NO,miRanda-Yes,1.67456419,0.882939268
CHD6,hsa-mir-375,0.18202861,0.000433202,0.004105821,-0.64529314,2.85E-05,0.001080486,targetprofiler-Yes,targetscan-Yes,miRanda-NO,1.212413825,0.683101328
SPSB4,hsa-mir-758,0.353716656,2.41E-12,2.91E-10,-0.367860364,0.029695331,0.098111776,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.589122571,1.616154538
DDAH1,hsa-mir-10b,-0.142750351,0.005947427,0.033062362,0.462087976,0.005196815,0.0306426,targetprofiler-Yes,targetscan-NO,miRanda-NO,1.832841978,0.84922004
CD79A,hsa-mir-877,-0.135334574,0.009149838,0.046121108,0.409787829,0.01449601,0.060533176,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.194219534,5.496483589
GALNT10,hsa-mir-100,0.140879876,0.006642455,0.036016795,-0.544857605,0.000713622,0.008451913,targetprofiler-NO,targetscan-NO,miRanda-Yes,1.082044034,0.682084661
CDR2L,hsa-mir-552,-0.2369518,4.06E-06,8.34E-05,0.528489362,0.00110038,0.01118064,targetprofiler-NO,targetscan-Yes,miRanda-NO,1.508443671,82.30779965
NOS3,hsa-mir-377,0.151634285,0.003457894,0.021640182,-0.400783498,0.017035506,0.067501248,targetprofiler-NO,targetscan-Yes,miRanda-NO,1.812570131,1.37240312
PLEKHG4,hsa-mir-4326,0.167096995,0.0012553,0.009695145,-0.371646136,0.027931459,0.09416174,targetprofiler-NO,targetscan-Yes,miRanda-NO,5.592984069,3.817791828
POSTN,hsa-mir-592,-0.208931526,5.12E-05,0.000708151,0.66352803,1.40E-05,0.000686,targetprofiler-NO,targetscan-Yes,miRanda-NO,1.40771989,4.421365544
ALS2CR4,hsa-mir-204,0.131872048,0.011113066,0.053527681,-0.558234405,0.000492606,0.006652969,targetprofiler-NO,targetscan-NO,miRanda-Yes,1.013638579,0.305948553
F2R,hsa-mir-190b,-0.145336955,0.005093846,0.029318673,0.633711649,4.38E-05,0.001416273,targetprofiler-NO,targetscan-NO,miRanda-Yes,3.007503719,2.097739618
FAM178B,hsa-mir-484,0.123899822,0.017107483,0.074165365,-0.500534838,0.002196743,0.01747856,targetprofiler-Yes,targetscan-NO,miRanda-NO,2.309650933,1.213990782
TOM1L2,hsa-mir-497,0.169572312,0.001058509,0.008455448,-0.44350728,0.007617954,0.039412167,targetprofiler-NO,targetscan-NO,miRanda-Yes,0.416624434,0.617704388
TSPYL5,hsa-mir-3170,0.153140731,0.003145078,0.020091514,-0.370410617,0.028497388,0.0954551,targetprofiler-Yes,targetscan-Yes,miRanda-NO,0.794739702,1.746916747
PIAS2,hsa-mir-500a,0.160189192,0.001995802,0.014024273,-0.599521005,0.000141272,0.00298276,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.999538662,3.224086923
UCP3,hsa-mir-375,0.121839265,0.019055957,0.080399717,-0.37900727,0.024748013,0.086776773,targetprofiler-NO,targetscan-Yes,miRanda-NO,1.113589094,0.683101328
CSE1L,hsa-mir-182,0.194140581,0.00017159,0.001925313,-0.469129038,0.004470879,0.027757507,targetprofiler-NO,targetscan-Yes,miRanda-Yes,2.228014545,3.144808605
SMTNL2,hsa-mir-590,0.156440674,0.002547735,0.017011965,-0.484122106,0.003211053,0.022356545,targetprofiler-NO,targetscan-Yes,miRanda-NO,2.177614481,1.611159034
HIST2H2BE,hsa-mir-624,0.124633078,0.016457369,0.072042992,-0.478465647,0.003644419,0.024284557,targetprofiler-NO,targetscan-Yes,miRanda-NO,1.186274583,1.626511278
SYNCRIP,hsa-mir-559,0.253698773,7.63E-07,2.00E-05,-0.388240217,0.021184619,0.078186126,targetprofiler-Yes,targetscan-NO,miRanda-NO,1.40816564,2.564534621
DHX9,hsa-mir-186,0.169265987,0.001081218,0.008599097,-0.473590573,0.004057714,0.026045489,targetprofiler-NO,targetscan-Yes,miRanda-NO,1.515111242,1.237610022
DOCK5,hsa-mir-337,-0.192284912,0.000198485,0.002168998,0.392940912,0.019540955,0.074006998,targetprofiler-NO,targetscan-Yes,miRanda-NO,1.742558735,0.771126826
HNRNPR,hsa-mir-335,0.311849443,8.69E-10,5.46E-08,-0.374644143,0.026596537,0.091131149,targetprofiler-NO,targetscan-Yes,miRanda-NO,1.344762115,4.574022073
GAS7,hsa-mir-377,0.358739788,1.12E-12,1.46E-10,-0.547348569,0.000666809,0.008092457,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.532298717,1.37240312
ABCA1,hsa-mir-132,0.177469696,0.000604903,0.005377958,-0.532578158,0.000989571,0.010440743,targetprofiler-NO,targetscan-Yes,miRanda-NO,1.400101938,1.567540784
KIAA0319,hsa-mir-145,-0.117424861,0.023890319,0.095175899,0.600079157,0.000138743,0.002949196,targetprofiler-Yes,targetscan-Yes,miRanda-NO,1.987009114,0.290878569
TP53I11,hsa-mir-135b,-0.118540057,0.02257845,0.091239011,0.604872381,0.00011864,0.002669855,targetprofiler-Yes,targetscan-NO,miRanda-NO,2.106029982,8.955731474
GNA12,hsa-mir-382,0.191909547,0.000204384,0.002221451,-0.546198853,0.000688067,0.008254573,targetprofiler-NO,targetscan-Yes,miRanda-NO,1.083592019,2.289773594
ZNF177,hsa-mir-19a,0.14584199,0.004940667,0.028632578,-0.574749311,0.000304897,0.004882796,targetprofiler-NO,targetscan-NO,miRanda-Yes,0.991703908,3.764926193
TRA2B,hsa-mir-590,0.188428442,0.000267464,0.002768091,-0.412317165,0.013842816,0.058716746,targetprofiler-NO,targetscan-Yes,miRanda-NO,1.136053292,1.611159034
CCNJL,hsa-let-7e,0.187434523,0.000288565,0.002947663,-0.508918328,0.001796341,0.015354344,targetprofiler-Yes,targetscan-NO,miRanda-NO,0.833328154,1.160492122
BTBD1,hsa-mir-1229,0.131443206,0.011380479,0.054484134,-0.457430983,0.005730863,0.032659357,targetprofiler-Yes,targetscan-Yes,miRanda-NO,1.236035742,3.456015574
MKL2,hsa-mir-106a,-0.166310104,0.001324581,0.010117253,0.420050889,0.011997222,0.053331655,targetprofiler-Yes,targetscan-NO,miRanda-NO,0.862472691,1.675817792
FAM92A1,hsa-mir-17,0.127763321,0.01391902,0.063494922,-0.541061479,0.000790566,0.009035719,targetprofiler-Yes,targetscan-NO,miRanda-NO,0.934710184,3.786884216
UHMK1,hsa-mir-495,-0.128879733,0.01310082,0.060651609,0.377278372,0.02546738,0.088488901,targetprofiler-NO,targetscan-Yes,miRanda-NO,1.548023229,1.102229325
FBXO31,hsa-mir-106a,-0.124248845,0.016795288,0.073142372,0.376006853,0.026007374,0.089760406,targetprofiler-Yes,targetscan-NO,miRanda-NO,0.834973422,1.675817792
SAE1,hsa-mir-15b,0.261808036,3.25E-07,9.59E-06,-0.601942567,0.000130591,0.00283901,targetprofiler-Yes,targetscan-NO,miRanda-NO,1.078265502,1.934650216
LMOD1,hsa-mir-497,0.140982845,0.00660238,0.03584587,-0.498084994,0.002327577,0.018135732,targetprofiler-Yes,targetscan-NO,miRanda-NO,0.198265585,0.617704388
SETDB1,hsa-mir-335,0.233297842,5.76E-06,0.000112306,-0.453251904,0.006249608,0.034557565,targetprofiler-NO,targetscan-NO,miRanda-Yes,1.486690883,4.574022073
TNFSF15,hsa-mir-130b,-0.124313176,0.016738292,0.072947004,0.49609674,0.00243871,0.01868712,targetprofiler-Yes,targetscan-NO,miRanda-NO,2.129320208,2.369576267
CACNA1E,hsa-mir-183,0.126186333,0.01515122,0.067705524,-0.529228639,0.00107957,0.011046155,targetprofiler-NO,targetscan-Yes,miRanda-NO,10.97351142,4.350652314
SHOX2,hsa-mir-653,0.277267307,5.89E-08,2.20E-06,-0.373941579,0.026904555,0.09184226,targetprofiler-NO,targetscan-Yes,miRanda-NO,4.790868711,2.367204286
WWC2,hsa-mir-377,0.220983057,1.79E-05,0.000293426,-0.498924197,0.002282014,0.017909823,targetprofiler-Yes,targetscan-NO,miRanda-NO,0.95380533,1.37240312
ARHGAP1,hsa-mir-497,0.244006134,2.04E-06,4.64E-05,-0.54235536,0.000763554,0.008834028,targetprofiler-Yes,targetscan-NO,miRanda-NO,0.963746615,0.617704388
KPNA4,hsa-mir-3934,0.138546836,0.00761079,0.040016535,-0.628341145,5.31E-05,0.001600015,targetprofiler-NO,targetscan-Yes,miRanda-NO,1.070483934,2.790682064
ADNP2,hsa-mir-204,0.154016609,0.002975236,0.019232503,-0.492970817,0.002622794,0.01961002,targetprofiler-Yes,targetscan-Yes,miRanda-NO,1.172695187,0.305948553
IMPAD1,hsa-mir-421,0.21023026,4.59E-05,0.000645616,-0.487328601,0.002985851,0.02131435,targetprofiler-NO,targetscan-Yes,miRanda-NO,1.212582937,4.175419425
NASP,hsa-mir-580,0.257761622,4.99E-07,1.39E-05,-0.456035498,0.005899805,0.033287186,targetprofiler-NO,targetscan-Yes,miRanda-NO,1.842454013,2.120331814
ANKRD46,hsa-mir-589,0.142697803,0.005966025,0.033142163,-0.433704418,0.009245024,0.044857463,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.994634556,2.44430929
METTL3,hsa-mir-552,0.186401404,0.000312136,0.003143786,-0.38006593,0.024315864,0.085762202,targetprofiler-NO,targetscan-NO,miRanda-Yes,1.254911018,82.30779965
PRPH2,hsa-mir-497,0.245972506,1.67E-06,3.92E-05,-0.388676759,0.021027295,0.077798549,targetprofiler-Yes,targetscan-NO,miRanda-NO,0.669896165,0.617704388
NFASC,hsa-mir-497,0.15409412,0.002960615,0.019157245,-0.444107258,0.007526872,0.039100261,targetprofiler-Yes,targetscan-NO,miRanda-NO,0.316155318,0.617704388
EPB41L5,hsa-mir-130b,0.120932299,0.019973094,0.083272194,-0.514233834,0.001576974,0.014112018,targetprofiler-Yes,targetscan-NO,miRanda-NO,1.069363875,2.369576267
S100PBP,hsa-mir-411,0.124736807,0.016367169,0.071739464,-0.530470992,0.001045381,0.01081556,targetprofiler-NO,targetscan-Yes,miRanda-NO,1.148281507,0.954427568
MED4,hsa-mir-425,0.143012435,0.005855442,0.032666883,-0.37045787,0.028475572,0.095408125,targetprofiler-Yes,targetscan-Yes,miRanda-NO,1.140531195,2.152215914
MID1,hsa-mir-653,0.164846024,0.001462914,0.010956513,-0.376328335,0.025869963,0.0894496,targetprofiler-NO,targetscan-Yes,miRanda-NO,1.409147763,2.367204286
NEO1,hsa-mir-548t,-0.164850093,0.001462512,0.010954696,0.425924378,0.010738538,0.049542326,targetprofiler-NO,targetscan-Yes,miRanda-NO,1.061997895,1.962654838
GTF2IRD2B,hsa-mir-106a,-0.143792506,0.005589168,0.031520916,0.648063406,2.56E-05,0.001010617,targetprofiler-Yes,targetscan-NO,miRanda-NO,0.599631844,1.675817792
ABCA6,hsa-mir-377,0.17359039,0.000798625,0.006736977,-0.559501071,0.00047523,0.006506451,targetprofiler-Yes,targetscan-Yes,miRanda-NO,0.467169182,1.37240312
COLEC12,hsa-mir-665,0.231412859,6.88E-06,0.000130505,-0.425837658,0.010756273,0.049595256,targetprofiler-Yes,targetscan-NO,miRanda-NO,0.528204198,0.675344795
RAD21,hsa-mir-590,0.244068612,2.03E-06,4.61E-05,-0.571607405,0.000334688,0.005182057,targetprofiler-NO,targetscan-Yes,miRanda-NO,1.65476683,1.611159034
ZNF746,hsa-mir-183,0.386533428,1.24E-14,2.50E-12,-0.436785579,0.008704461,0.043069108,targetprofiler-NO,targetscan-Yes,miRanda-NO,1.273193405,4.350652314
ZC3H14,hsa-mir-940,0.140985036,0.00660153,0.035842194,-0.564269747,0.000414597,0.005951102,targetprofiler-Yes,targetscan-Yes,miRanda-NO,1.074635126,2.781630691
TMEM25,hsa-mir-3127,-0.153023339,0.003168498,0.020208074,0.406010332,0.015519659,0.063369649,targetprofiler-Yes,targetscan-NO,miRanda-NO,0.333508292,3.399194266
AAK1,hsa-mir-338,-0.171574872,0.000920552,0.00755264,0.419691775,0.012078063,0.053570926,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.94389671,1.438947618
SOX12,hsa-mir-3173,0.234957899,4.92E-06,9.81E-05,-0.43798183,0.00850197,0.042399577,targetprofiler-Yes,targetscan-NO,miRanda-NO,1.908971542,1.499489837
RNF152,hsa-mir-96,-0.24603249,1.66E-06,3.90E-05,0.541147947,0.000788734,0.009022283,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.576101696,3.747751391
PDGFD,hsa-mir-454,-0.134331093,0.009684353,0.048166919,0.410540147,0.014299074,0.059999914,targetprofiler-Yes,targetscan-NO,miRanda-NO,0.495020668,1.984862528
WBSCR17,hsa-mir-203,-0.202069273,9.07E-05,0.001138013,0.384615812,0.022528946,0.08148472,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.468284772,0.447987713
MYC,hsa-mir-200c,0.149075188,0.004054506,0.024524774,-0.42081189,0.011827423,0.052827679,targetprofiler-NO,targetscan-NO,miRanda-Yes,0.899859592,2.421767035
TIMP2,hsa-mir-493,0.213982356,3.32E-05,0.000492517,-0.645886939,2.78E-05,0.001064623,targetprofiler-Yes,targetscan-Yes,miRanda-NO,0.865667434,2.600932203
LPCAT4,hsa-mir-495,-0.117769018,0.023478617,0.093943607,0.389641208,0.020683157,0.076920048,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.756608803,1.102229325
TBC1D8B,hsa-mir-641,-0.144181121,0.00546062,0.030964269,0.664411181,1.35E-05,0.000670595,targetprofiler-Yes,targetscan-NO,miRanda-NO,1.622605934,1.4766995
RDH14,hsa-mir-17,0.122087592,0.018811329,0.079641816,-0.418500174,0.01234961,0.054377897,targetprofiler-Yes,targetscan-NO,miRanda-NO,0.924404025,3.786884216
CXorf36,hsa-mir-134,0.187209478,0.000293553,0.00298901,-0.481071933,0.003438822,0.023389542,targetprofiler-NO,targetscan-Yes,miRanda-Yes,0.952223514,1.754285234
WDR7,hsa-mir-497,0.143571444,0.005663499,0.031840119,-0.430569678,0.009824032,0.046697279,targetprofiler-Yes,targetscan-NO,miRanda-NO,0.839652679,0.617704388
PPP1R9B,hsa-mir-3934,-0.130421295,0.012040764,0.056874197,0.395746146,0.018611688,0.071623124,targetprofiler-NO,targetscan-Yes,miRanda-NO,1.437750056,2.790682064
PITPNB,hsa-mir-589,0.131412152,0.011400062,0.054558605,-0.37616812,0.025938369,0.089610754,targetprofiler-Yes,targetscan-Yes,miRanda-NO,1.02088459,2.44430929
PSPH,hsa-let-7e,0.155958371,0.002628047,0.017429154,-0.520130783,0.001361439,0.012836574,targetprofiler-NO,targetscan-NO,miRanda-Yes,1.562084401,1.160492122
KCNA6,hsa-mir-382,0.292434676,9.94E-09,4.66E-07,-0.459715281,0.005463291,0.031653569,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.502370151,2.289773594
CYHR1,hsa-mir-1307,0.258465134,4.64E-07,1.30E-05,-0.375720846,0.026130128,0.090031487,targetprofiler-NO,targetscan-Yes,miRanda-NO,1.12904043,2.945610495
IRF2BP2,hsa-mir-200c,0.155528174,0.00270162,0.017818193,-0.679950534,7.03E-06,0.000445239,targetprofiler-NO,targetscan-Yes,miRanda-NO,1.262636178,2.421767035
MED17,hsa-mir-651,0.24269506,2.32E-06,5.18E-05,-0.39468229,0.018959666,0.072531719,targetprofiler-NO,targetscan-Yes,miRanda-NO,1.262563166,2.437617118
TBC1D9,hsa-mir-15b,-0.276963806,6.10E-08,2.26E-06,0.495127098,0.002494566,0.018961093,targetprofiler-Yes,targetscan-NO,miRanda-NO,0.874140345,1.934650216
FNTA,hsa-mir-31,0.177856376,0.000588196,0.005257495,-0.520742918,0.001340624,0.012708983,targetprofiler-NO,targetscan-Yes,miRanda-NO,1.131573094,1.258108779
COL5A2,hsa-mir-758,0.194839015,0.000162383,0.001839947,-0.480202419,0.003506265,0.023684831,targetprofiler-NO,targetscan-Yes,miRanda-NO,4.138408349,1.616154538
SEL1L,hsa-mir-141,-0.123410466,0.017553737,0.075609362,0.483322417,0.003269464,0.022619954,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.968996629,2.083060495
ZNF19,hsa-mir-99a,0.194249095,0.000170128,0.001911499,-0.37773351,0.025276352,0.08803447,targetprofiler-NO,targetscan-NO,miRanda-Yes,1.039534556,0.813405404
PPM1B,hsa-mir-25,0.127449642,0.014156851,0.064319938,-0.367094789,0.030062898,0.098942842,targetprofiler-NO,targetscan-NO,miRanda-Yes,1.09223469,2.278742153
RAB37,hsa-mir-200b,-0.118098584,0.023090131,0.092789555,0.51556868,0.001525726,0.013813589,targetprofiler-Yes,targetscan-NO,miRanda-Yes,0.462217718,2.535943127
SH3GLB1,hsa-mir-203,-0.117236221,0.024118617,0.095843758,0.495287143,0.002485271,0.018913954,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.85442949,0.447987713
RALGPS1,hsa-mir-331,-0.152041636,0.003370638,0.021209202,0.374979274,0.026450635,0.090783469,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.969051944,1.513898311
WTIP,hsa-mir-665,0.220228539,1.92E-05,0.000310742,-0.38071736,0.02405306,0.085136955,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.877051158,0.675344795
MDC1,hsa-mir-579,0.220655104,1.84E-05,0.000300868,-0.410007319,0.014438319,0.06037369,targetprofiler-NO,targetscan-Yes,miRanda-NO,1.544158576,1.676311265
ADAMTS5,hsa-mir-379,0.225801632,1.16E-05,0.000203038,-0.474598763,0.003969067,0.025668386,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.82870812,1.088202573
NUDT21,hsa-mir-182,0.251674465,9.40E-07,2.39E-05,-0.633311504,4.44E-05,0.001429537,targetprofiler-Yes,targetscan-Yes,miRanda-NO,1.219597955,3.144808605
MTRR,hsa-mir-224,0.150440286,0.003725579,0.022944873,-0.604950535,0.000118336,0.002666175,targetprofiler-NO,targetscan-Yes,miRanda-NO,1.130621317,2.516553764
WHSC1,hsa-mir-200c,0.197695722,0.000129331,0.001524919,-0.453212664,0.006254664,0.034577189,targetprofiler-Yes,targetscan-Yes,miRanda-NO,2.047299287,2.421767035
HTRA1,hsa-mir-424,0.172164063,0.000883242,0.007303535,-0.41374984,0.013483949,0.057671497,targetprofiler-Yes,targetscan-NO,miRanda-NO,0.957245352,1.346378485
KCTD6,hsa-mir-548v,0.117948386,0.023266486,0.093310344,-0.579681989,0.00026288,0.004442821,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.900651997,2.27661773
ZHX2,hsa-mir-495,0.147763555,0.004395052,0.026118938,-0.36625171,0.030471982,0.099842539,targetprofiler-Yes,targetscan-Yes,miRanda-NO,1.015585289,1.102229325
C10orf54,hsa-mir-589,-0.205713365,6.71E-05,0.000886891,0.515417091,0.001531471,0.013848274,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.533231246,2.44430929
SHROOM3,hsa-mir-154,-0.137399232,0.008131844,0.042133337,0.410215225,0.014383852,0.060223262,targetprofiler-NO,targetscan-Yes,miRanda-NO,1.222773662,1.202060954
LYRM4,hsa-mir-1228,0.122573199,0.018340853,0.078141354,-0.46540133,0.004843466,0.029254555,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.96851333,3.898910562
TMEM132B,hsa-mir-375,0.174346172,0.000756888,0.006452315,-0.541468224,0.000781985,0.008976253,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.793481719,0.683101328
PTCH1,hsa-mir-143,0.148264775,0.004261982,0.025498217,-0.381024063,0.023930144,0.084839808,targetprofiler-NO,targetscan-Yes,miRanda-NO,1.037802553,0.447700436
LIN9,hsa-mir-186,0.224728157,1.28E-05,0.000220658,-0.386207121,0.021930259,0.080022937,targetprofiler-Yes,targetscan-Yes,miRanda-NO,2.062924619,1.237610022
LPPR4,hsa-mir-337,0.283739362,2.79E-08,1.15E-06,-0.457964889,0.005667335,0.032420575,targetprofiler-NO,targetscan-Yes,miRanda-NO,3.030976705,0.771126826
TCOF1,hsa-mir-1254,0.16313561,0.001641252,0.012014004,-0.369819814,0.028771315,0.096065505,targetprofiler-NO,targetscan-Yes,miRanda-NO,2.094542923,4.41894629
CEBPB,hsa-mir-937,0.248601636,1.29E-06,3.12E-05,-0.384687798,0.022501573,0.081418316,targetprofiler-NO,targetscan-NO,miRanda-Yes,1.05471164,10.39166484
TUBD1,hsa-mir-570,0.179669274,0.000515421,0.004725494,-0.531466673,0.001018673,0.010640359,targetprofiler-NO,targetscan-Yes,miRanda-NO,1.104039899,1.969937785
MAP3K12,hsa-mir-150,0.143879894,0.005560026,0.031395824,-0.422446678,0.01146952,0.051768037,targetprofiler-Yes,targetscan-Yes,miRanda-NO,0.783681117,1.137129725
PCDHA1,hsa-mir-421,0.294026804,8.19E-09,3.94E-07,-0.57100423,0.000340696,0.005238889,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.97655064,4.175419425
GALNT3,hsa-mir-340,-0.166964465,0.00126673,0.009765459,0.636883587,3.90E-05,0.001316086,targetprofiler-NO,targetscan-Yes,miRanda-NO,1.377573866,1.411854792
C3orf26,hsa-mir-3127,0.232910337,5.97E-06,0.000115864,-0.440722531,0.008053134,0.040899583,targetprofiler-Yes,targetscan-NO,miRanda-NO,1.580201849,3.399194266
SLC39A6,hsa-mir-182,0.143839417,0.005573508,0.03145383,-0.599057839,0.000143402,0.003013638,targetprofiler-NO,targetscan-Yes,miRanda-NO,1.619217668,3.144808605
ZNF483,hsa-mir-106a,-0.134598789,0.009539117,0.047616133,0.482595828,0.003323333,0.022866361,targetprofiler-Yes,targetscan-NO,miRanda-NO,0.461681306,1.675817792
