mRNA,microRNA,T_CC,T_P,T_FDR,N_CC,N_P,N_FDR,Targetprofiler,Targetscan,MiRanda,mRNA_FC,miRNA_FC
KCTD3,hsa-mir-1910,0.179363704,0.000132866,0.002208131,-0.314421035,0.007575562,0.03113785,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.942939877,0.392591387
CDK5R1,hsa-mir-148b,-0.124270544,0.008385767,0.055004586,0.371527543,0.001422782,0.008531589,targetprofiler-Yes,targetscan-NO,miRanda-NO,3.065769077,1.231992281
FGD4,hsa-mir-320a,0.169191207,0.000316878,0.004428268,-0.300530507,0.010880039,0.04101577,targetprofiler-Yes,targetscan-NO,miRanda-NO,0.510732231,0.462748324
DOCK2,hsa-mir-3170,-0.14656836,0.001846311,0.017587854,0.27594946,0.019840884,0.064596092,targetprofiler-Yes,targetscan-NO,miRanda-NO,0.503118232,2.592290267
ARMC5,hsa-mir-34a,0.329904015,7.35E-13,1.28E-10,-0.377613677,0.001168565,0.007308151,targetprofiler-Yes,targetscan-NO,miRanda-NO,0.971069143,2.777597171
UBA5,hsa-mir-616,0.157298412,0.00082388,0.009402126,-0.425750063,0.000214283,0.001914919,targetprofiler-NO,targetscan-Yes,miRanda-NO,1.156341207,1.999841265
LOC100129034,hsa-mir-484,-0.117956613,0.012376459,0.073011685,0.644258293,1.35E-09,9.66E-08,targetprofiler-Yes,targetscan-NO,miRanda-NO,1.205599932,0.427180558
PEX3,hsa-mir-25,0.155765184,0.000927515,0.010307621,-0.338896394,0.003840423,0.018480668,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.832460486,1.391117852
TRPV3,hsa-mir-17,0.257398,3.16E-08,1.91E-06,-0.306749944,0.009271078,0.036311215,targetprofiler-Yes,targetscan-NO,miRanda-NO,4.207720852,2.992725113
MAP9,hsa-mir-15a,-0.214857853,4.35E-06,0.000131781,0.341276503,0.003584439,0.017520862,targetprofiler-NO,targetscan-NO,miRanda-Yes,0.949655719,2.246919821
LIX1,hsa-mir-186,0.124462197,0.008285049,0.054506701,-0.368756914,0.001554228,0.009141862,targetprofiler-NO,targetscan-Yes,miRanda-NO,2.195437776,1.895871792
CD4,hsa-mir-1254,-0.279592608,1.65E-09,1.41E-07,0.472691923,3.15E-05,0.000410258,targetprofiler-Yes,targetscan-Yes,miRanda-NO,0.545326723,0.700672196
SEMA4C,hsa-mir-19a,0.128796343,0.006277408,0.04437192,-0.307931996,0.008989971,0.035470844,targetprofiler-Yes,targetscan-NO,miRanda-Yes,1.923209732,7.545139469
SENP6,hsa-mir-152,-0.121381295,0.010042054,0.062764663,0.346367497,0.003087223,0.015602982,targetprofiler-NO,targetscan-NO,miRanda-Yes,0.88915096,1.166976044
NR2F1,hsa-mir-193b,-0.171462199,0.000262081,0.003812662,0.355121539,0.002374391,0.012712731,targetprofiler-NO,targetscan-NO,miRanda-Yes,0.540431552,1.015058533
ORC6L,hsa-mir-20a,0.279617808,1.65E-09,1.41E-07,-0.276260312,0.019696781,0.064242067,targetprofiler-NO,targetscan-NO,miRanda-Yes,9.043528816,5.102578669
TPM1,hsa-mir-411,0.122478754,0.009381496,0.059709585,-0.320077278,0.006505887,0.027702576,targetprofiler-NO,targetscan-NO,miRanda-Yes,1.152641687,1.2760813
SMARCC1,hsa-mir-25,0.277078507,2.34E-09,1.92E-07,-0.321801673,0.006207371,0.026733854,targetprofiler-Yes,targetscan-NO,miRanda-NO,1.429883322,1.391117852
LCORL,hsa-mir-337,0.207994785,8.84E-06,0.000238681,-0.679462685,7.30E-11,8.13E-09,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.811529032,1.98593749
CWC27,hsa-mir-338,-0.193272298,3.74E-05,0.000789229,0.525383833,2.55E-06,5.27E-05,targetprofiler-NO,targetscan-Yes,miRanda-NO,1.096619068,1.892851089
RC3H1,hsa-mir-326,0.164219146,0.000476221,0.006108524,-0.264813273,0.025631217,0.078267434,targetprofiler-Yes,targetscan-Yes,miRanda-NO,0.80320072,0.140245966
TMCC2,hsa-mir-1246,0.121602585,0.009905631,0.062140301,-0.268084782,0.023798062,0.074021152,targetprofiler-Yes,targetscan-NO,miRanda-NO,0.755805681,1.301821997
PSEN1,hsa-mir-25,-0.120726523,0.010455536,0.064629386,0.349945026,0.002775606,0.014358155,targetprofiler-NO,targetscan-Yes,miRanda-NO,1.000189192,1.391117852
LIN54,hsa-mir-1301,0.211923651,5.91E-06,0.000170229,-0.386979567,0.000856767,0.005729324,targetprofiler-NO,targetscan-Yes,miRanda-NO,1.289548315,0.762555719
C19orf60,hsa-mir-708,0.189139246,5.51E-05,0.001081034,-0.383979472,0.000947264,0.00620367,targetprofiler-NO,targetscan-NO,miRanda-Yes,1.336304597,14.15546927
PMS2L4,hsa-mir-183,0.14330037,0.002336586,0.02104835,-0.384888254,0.000918977,0.006056151,targetprofiler-NO,targetscan-NO,miRanda-Yes,0.876754609,6.58148851
TYROBP,hsa-mir-2110,-0.195965596,2.90E-05,0.000638822,0.301059645,0.010734288,0.040595682,targetprofiler-Yes,targetscan-NO,miRanda-NO,0.387178402,0.124389066
USP44,hsa-mir-500a,0.117601367,0.012644101,0.074140216,-0.512582487,4.88E-06,8.99E-05,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.547084012,0.628500325
ATRX,hsa-mir-323,0.150967024,0.001334653,0.013674332,-0.474042258,2.97E-05,0.000391082,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.996251082,1.936252907
CDC27,hsa-mir-935,0.194276945,3.40E-05,0.000730162,-0.257840016,0.029939913,0.087868933,targetprofiler-NO,targetscan-Yes,miRanda-NO,1.113300737,0.201125559
SLC9A1,hsa-mir-193b,-0.11820803,0.012190076,0.072212098,0.454576337,6.82E-05,0.000766194,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.784965323,1.015058533
CDH11,hsa-mir-1266,-0.173668567,0.000217435,0.003281423,0.376028488,0.001230485,0.007608596,targetprofiler-Yes,targetscan-NO,miRanda-NO,1.036870039,0.604673894
GNA14,hsa-mir-944,-0.117667848,0.01259363,0.073927426,0.318369045,0.006813983,0.028688135,targetprofiler-NO,targetscan-Yes,miRanda-NO,1.099219663,3.552093515
MAP3K13,hsa-mir-561,-0.118682094,0.011845371,0.070753812,0.501374199,8.44E-06,0.000140687,targetprofiler-NO,targetscan-Yes,miRanda-NO,1.667267586,6.217686565
PRKAA2,hsa-mir-1288,0.120573006,0.010554638,0.065077207,-0.256000735,0.031172877,0.090557759,targetprofiler-NO,targetscan-Yes,miRanda-NO,2.323290937,0.501156299
ZNF441,hsa-mir-627,-0.136395306,0.003783734,0.0303802,0.35327535,0.002511097,0.013280773,targetprofiler-NO,targetscan-NO,miRanda-Yes,0.737115267,3.547351524
IDUA,hsa-mir-1274b,-0.188519411,5.83E-05,0.001133059,0.379484572,0.001099116,0.006967236,targetprofiler-Yes,targetscan-NO,miRanda-NO,1.558516527,0.588306338
DENR,hsa-mir-106b,0.41680619,0,0,-0.267071093,0.024353789,0.075342937,targetprofiler-NO,targetscan-NO,miRanda-Yes,1.655352261,1.074485291
ZFX,hsa-mir-665,0.134608457,0.004271747,0.0332976,-0.359376947,0.002084342,0.01148862,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.824733611,1.004193652
PI4K2A,hsa-mir-1288,-0.151907203,0.001243813,0.0129437,0.269117107,0.023243213,0.072722323,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.832042669,0.501156299
SLC27A4,hsa-mir-221,0.127511406,0.006821461,0.047191972,-0.346594494,0.003066561,0.015520467,targetprofiler-NO,targetscan-Yes,miRanda-NO,1.528050272,1.084525267
C14orf126,hsa-mir-877,0.127132343,0.006989833,0.048069211,-0.379615915,0.001094384,0.006942793,targetprofiler-Yes,targetscan-NO,miRanda-NO,0.951723938,0.222989359
FZD4,hsa-mir-31,0.119674937,0.011151239,0.067737097,-0.292874383,0.013189567,0.047479667,targetprofiler-Yes,targetscan-Yes,miRanda-NO,0.328161244,34.0985595
TXNIP,hsa-mir-627,-0.171918822,0.000252192,0.003696565,0.298011589,0.011597703,0.043045313,targetprofiler-NO,targetscan-NO,miRanda-Yes,0.490497104,3.547351524
ZNF620,hsa-mir-520g,0.316260934,6.90E-12,1.01E-09,-0.294638992,0.012622682,0.045924182,targetprofiler-Yes,targetscan-NO,miRanda-NO,0.985135248,1.647095853
SCHIP1,hsa-mir-191,0.152487349,0.001190634,0.012515633,-0.281317441,0.017475011,0.058715093,targetprofiler-NO,targetscan-NO,miRanda-Yes,0.552747051,0.923844007
CDCP1,hsa-mir-664,-0.229282697,9.09E-07,3.49E-05,0.305739663,0.009517384,0.03703937,targetprofiler-NO,targetscan-Yes,miRanda-NO,1.836596737,1.340401801
MXRA5,hsa-mir-2110,-0.122573592,0.009326269,0.059444499,0.416776216,0.000299796,0.002498218,targetprofiler-Yes,targetscan-NO,miRanda-NO,2.856716383,0.124389066
WDR5,hsa-mir-130a,0.12334258,0.008889033,0.057412966,-0.395800029,0.000634241,0.004526443,targetprofiler-NO,targetscan-Yes,miRanda-NO,1.460546434,2.062070122
MIER3,hsa-mir-199b,-0.152239911,0.001213054,0.012694847,0.283603017,0.016543622,0.056326923,targetprofiler-NO,targetscan-Yes,miRanda-NO,1.208699528,3.299074321
PKN2,hsa-mir-3610,0.172621079,0.000237661,0.003521579,-0.387750607,0.000834812,0.005613505,targetprofiler-NO,targetscan-Yes,miRanda-NO,1.124119831,1.034800971
ERLIN2,hsa-mir-224,0.232354656,6.42E-07,2.59E-05,-0.323881003,0.005863501,0.025599106,targetprofiler-NO,targetscan-Yes,miRanda-NO,1.30571098,6.363953256
RAD54L,hsa-mir-708,0.126143597,0.007446654,0.050372734,-0.279105779,0.018418727,0.061085418,targetprofiler-NO,targetscan-NO,miRanda-Yes,13.84333713,14.15546927
ZFP2,hsa-mir-145,0.164643318,0.000460159,0.005945911,-0.296434972,0.012067501,0.04437225,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.644613365,0.202537913
GAS7,hsa-mir-3157,-0.120485001,0.010611824,0.065334141,0.429710616,0.000184213,0.001698956,targetprofiler-Yes,targetscan-NO,miRanda-NO,0.435200686,0.489575654
FAM84A,hsa-mir-222,-0.142963977,0.002393275,0.021438439,0.341875434,0.003522462,0.017287308,targetprofiler-Yes,targetscan-NO,miRanda-Yes,1.482920607,1.133540437
RAD54L,hsa-mir-150,-0.116470762,0.01353019,0.077841129,0.889261406,0,0,targetprofiler-Yes,targetscan-Yes,miRanda-NO,13.84333713,0.327569855
SOX2,hsa-mir-21,-0.177266963,0.000159565,0.002558578,0.312176584,0.008040981,0.032587463,targetprofiler-Yes,targetscan-Yes,miRanda-Yes,3.384929699,9.454605556
ARHGAP6,hsa-mir-758,0.126721091,0.007176702,0.049011796,-0.254406431,0.032275833,0.092942007,targetprofiler-Yes,targetscan-Yes,miRanda-Yes,0.195882277,2.365946043
SLC2A3,hsa-mir-766,0.126260226,0.007391415,0.050083736,-0.28764825,0.014999464,0.052338923,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.451416486,0.207273551
ANKRD50,hsa-mir-106a,-0.125759694,0.007631097,0.051294422,0.311456969,0.008195412,0.033063443,targetprofiler-Yes,targetscan-NO,miRanda-NO,0.905125475,3.555486724
PTDSS1,hsa-mir-17,0.131779667,0.005161429,0.038378142,-0.422898973,0.000238651,0.00208547,targetprofiler-NO,targetscan-Yes,miRanda-NO,1.089140341,2.992725113
TPM1,hsa-mir-665,0.132299616,0.004986336,0.037398607,-0.448986772,8.59E-05,0.000921957,targetprofiler-Yes,targetscan-NO,miRanda-NO,1.152641687,1.004193652
CCDC102A,hsa-mir-579,-0.129247172,0.006095955,0.043429923,0.364877856,0.001756639,0.010063576,targetprofiler-NO,targetscan-Yes,miRanda-Yes,0.820654403,4.012084879
BZW2,hsa-mir-371,0.381614202,0,0,-0.291285815,0.013718596,0.048928076,targetprofiler-NO,targetscan-Yes,miRanda-NO,2.490969309,64.7078363
MKRN2,hsa-mir-335,0.168942136,0.000323499,0.004502673,-0.30333768,0.010126021,0.03883308,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.86216495,2.219972265
F3,hsa-mir-454,-0.148784109,0.001569573,0.015511528,0.320300103,0.006466615,0.027577079,targetprofiler-NO,targetscan-NO,miRanda-Yes,0.82936942,3.73764155
TSPO,hsa-mir-629,-0.145663236,0.001971692,0.018495761,0.390636573,0.000757092,0.005196924,targetprofiler-NO,targetscan-NO,miRanda-Yes,0.745704285,2.570630447
IL1RAP,hsa-mir-221,0.123390739,0.008862267,0.057290439,-0.27978875,0.018122755,0.060340337,targetprofiler-Yes,targetscan-Yes,miRanda-NO,1.149791966,1.084525267
ZNF492,hsa-mir-500a,0.207130866,9.65E-06,0.000256902,-0.313378243,0.007788777,0.031809574,targetprofiler-NO,targetscan-Yes,miRanda-NO,2.519255262,0.628500325
XIAP,hsa-mir-96,-0.16178561,0.000578894,0.007132106,0.26879668,0.023414247,0.073115738,targetprofiler-Yes,targetscan-Yes,miRanda-NO,1.300193655,10.73901616
ATP9A,hsa-mir-720,0.11577438,0.014102782,0.080191585,-0.291017861,0.013809614,0.049167843,targetprofiler-NO,targetscan-Yes,miRanda-NO,1.285341396,0.327391555
IP6K1,hsa-mir-224,-0.252705684,5.69E-08,3.20E-06,0.377165377,0.001185784,0.007390949,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.757335349,6.363953256
RANBP6,hsa-mir-222,0.251260455,6.81E-08,3.74E-06,-0.360142252,0.002035689,0.011284571,targetprofiler-Yes,targetscan-NO,miRanda-NO,0.968539532,1.133540437
MRE11A,hsa-mir-579,0.147527145,0.001721494,0.016670056,-0.25038505,0.035203933,0.099168916,targetprofiler-NO,targetscan-Yes,miRanda-NO,1.43968625,4.012084879
ZBTB4,hsa-mir-1296,-0.134914253,0.004184392,0.032782021,0.371136766,0.001440693,0.008617006,targetprofiler-Yes,targetscan-Yes,miRanda-NO,0.533065101,0.099550998
TH1L,hsa-mir-150,-0.186719605,6.88E-05,0.001297146,0.436656497,0.000140665,0.001369782,targetprofiler-Yes,targetscan-NO,miRanda-NO,1.793935126,0.327569855
CENPO,hsa-mir-106a,0.243755273,1.70E-07,8.27E-06,-0.428917126,0.000189907,0.001740138,targetprofiler-Yes,targetscan-NO,miRanda-NO,2.123106016,3.555486724
SGK2,hsa-mir-616,0.283644457,9.38E-10,8.49E-08,-0.257017984,0.0304858,0.089065301,targetprofiler-Yes,targetscan-Yes,miRanda-Yes,11.34329283,1.999841265
TRIM8,hsa-mir-940,-0.142475418,0.002477842,0.022021313,0.338302761,0.003906747,0.018729671,targetprofiler-NO,targetscan-NO,miRanda-Yes,1.170041839,0.520034587
WTIP,hsa-mir-3620,-0.117361031,0.012828054,0.074908976,0.453781915,7.05E-05,0.000786842,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.689996881,0.271332546
MMAA,hsa-mir-335,-0.127945268,0.006633212,0.046229903,0.37938438,0.001102739,0.006985696,targetprofiler-NO,targetscan-Yes,miRanda-NO,1.024997464,2.219972265
TDO2,hsa-mir-1266,-0.155857597,0.000920942,0.010250527,0.42924365,0.000187544,0.001722905,targetprofiler-NO,targetscan-Yes,miRanda-NO,4.092772045,0.604673894
CHMP7,hsa-mir-1226,-0.173683896,0.000217151,0.003277905,0.454640687,6.81E-05,0.000764612,targetprofiler-Yes,targetscan-Yes,miRanda-NO,1.055589736,0.157363256
LRRC1,hsa-mir-675,0.111013766,0.018619704,0.097796595,-0.275526516,0.020038396,0.065075936,targetprofiler-NO,targetscan-Yes,miRanda-NO,1.186905224,2.458482603
UBXN2A,hsa-mir-25,0.134828714,0.004208663,0.032927499,-0.310849631,0.008327762,0.033466885,targetprofiler-NO,targetscan-Yes,miRanda-NO,1.186858083,1.391117852
BACH2,hsa-mir-379,0.272313501,4.48E-09,3.41E-07,-0.388133677,0.000824095,0.00555719,targetprofiler-Yes,targetscan-Yes,miRanda-NO,0.592137045,2.136120779
SSB,hsa-mir-1229,0.164976352,0.000447903,0.005821326,-0.422092626,0.00024599,0.002135953,targetprofiler-NO,targetscan-Yes,miRanda-NO,1.474758955,0.779689572
CEP152,hsa-mir-3652,0.215928025,3.89E-06,0.00011973,-0.374228265,0.001304387,0.007968976,targetprofiler-Yes,targetscan-NO,miRanda-NO,1.546803767,0.923649388
ADRB2,hsa-mir-34b,0.225295255,1.42E-06,5.10E-05,-0.256459289,0.030861565,0.089879834,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.131430786,0.579341882
KLHL7,hsa-mir-498,0.152924809,0.001151929,0.012194367,-0.297719252,0.011683595,0.043292738,targetprofiler-NO,targetscan-Yes,miRanda-NO,1.235912834,1.610428813
CDK5R1,hsa-mir-199b,0.12256653,0.009330372,0.059459531,-0.276591404,0.019544279,0.063872993,targetprofiler-NO,targetscan-Yes,miRanda-NO,3.065769077,3.299074321
CDH11,hsa-mir-376c,0.171784203,0.00025507,0.003730085,-0.720302567,1.44E-12,2.84E-10,targetprofiler-Yes,targetscan-Yes,miRanda-NO,1.036870039,1.925411416
TCF7,hsa-mir-195,0.205544382,1.13E-05,0.00029341,-0.319420066,0.00662294,0.028078722,targetprofiler-Yes,targetscan-NO,miRanda-NO,1.198369364,0.305641814
KIF2A,hsa-mir-1251,0.131632344,0.005212036,0.038656678,-0.377909343,0.001157332,0.007253558,targetprofiler-NO,targetscan-Yes,miRanda-NO,1.665455868,4.523668366
NT5DC1,hsa-mir-200c,0.210866601,6.59E-06,0.000186413,-0.396849979,0.000611598,0.004398193,targetprofiler-NO,targetscan-Yes,miRanda-Yes,0.712857548,0.972717091
ZNF408,hsa-mir-20a,0.134105778,0.004418932,0.034158571,-0.644522089,1.32E-09,9.49E-08,targetprofiler-NO,targetscan-NO,miRanda-Yes,1.444790543,5.102578669
CRTAP,hsa-mir-1251,-0.168892022,0.000324846,0.00451782,0.350778027,0.00270721,0.014081997,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.594685597,4.523668366
HARBI1,hsa-mir-548o,0.130820371,0.005499065,0.040232023,-0.44349072,0.000107263,0.001102482,targetprofiler-Yes,targetscan-NO,miRanda-NO,1.55870598,2.529425854
SHPRH,hsa-mir-3928,0.124313171,0.008363272,0.054895863,-0.33985027,0.003735944,0.018089923,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.79322982,0.223696832
WDR46,hsa-mir-150,-0.128954425,0.006213237,0.04404229,0.656314622,5.18E-10,4.28E-08,targetprofiler-NO,targetscan-NO,miRanda-Yes,1.821467424,0.327569855
CACNB4,hsa-mir-664,0.296703844,1.41E-10,1.55E-08,-0.524287122,2.70E-06,5.53E-05,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.347072822,1.340401801
STK32C,hsa-mir-205,-0.126678743,0.007196196,0.049112333,0.333560681,0.004474141,0.020782468,targetprofiler-NO,targetscan-NO,miRanda-Yes,1.308320025,3.755707383
HPGD,hsa-mir-545,-0.117386542,0.012808416,0.074828892,0.284910222,0.016030344,0.055019644,targetprofiler-NO,targetscan-Yes,miRanda-NO,1.070921399,2.121603016
PKNOX2,hsa-mir-154,0.233295137,5.77E-07,2.37E-05,-0.445902775,9.73E-05,0.001019622,targetprofiler-Yes,targetscan-Yes,miRanda-NO,0.194554004,2.23493221
SLCO3A1,hsa-mir-539,0.12343119,0.008839841,0.057192154,-0.289464091,0.014347739,0.050610546,targetprofiler-NO,targetscan-Yes,miRanda-Yes,0.553732555,4.194025135
DYSF,hsa-let-7b,-0.114792018,0.014946723,0.083596482,0.538461904,1.28E-06,2.98E-05,targetprofiler-NO,targetscan-NO,miRanda-Yes,0.545601308,0.230668769
SRXN1,hsa-mir-3934,-0.11662284,0.013407905,0.077341198,0.39309633,0.000696101,0.004865931,targetprofiler-NO,targetscan-Yes,miRanda-NO,3.183355068,1.832019825
PLCL1,hsa-mir-141,-0.204914667,1.21E-05,0.000309243,0.280324427,0.017893473,0.059768091,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.300842115,6.418746199
PNN,hsa-mir-505,0.111602837,0.017999768,0.095503806,-0.267016609,0.024383967,0.075413115,targetprofiler-NO,targetscan-Yes,miRanda-NO,1.789320158,0.551901758
CUL5,hsa-mir-589,0.116177241,0.01376899,0.078835096,-0.629236756,4.17E-09,2.51E-07,targetprofiler-NO,targetscan-Yes,miRanda-NO,1.060401123,0.628332361
PBX2,hsa-mir-431,0.209657479,7.46E-06,0.000207021,-0.261900864,0.027362316,0.082191817,targetprofiler-NO,targetscan-Yes,miRanda-NO,1.101301089,1.587791415
TRAP1,hsa-mir-150,-0.188306441,5.94E-05,0.001151396,0.370904725,0.001451424,0.008667044,targetprofiler-Yes,targetscan-NO,miRanda-NO,2.223641829,0.327569855
RTN3,hsa-mir-203,-0.143091935,0.002371565,0.021294623,0.50914031,5.78E-06,0.000103327,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.998607446,3.019238439
LYPD3,hsa-mir-548j,0.191237503,4.53E-05,0.000922931,-0.408800967,0.000400927,0.003149274,targetprofiler-Yes,targetscan-NO,miRanda-NO,10.84275688,2.367989044
KIF5B,hsa-mir-629,0.221093623,2.24E-06,7.51E-05,-0.258334703,0.029615384,0.087175155,targetprofiler-NO,targetscan-NO,miRanda-Yes,0.956302682,2.570630447
PHAX,hsa-mir-424,0.144109934,0.002205148,0.02014623,-0.388814284,0.000805362,0.005456583,targetprofiler-NO,targetscan-Yes,miRanda-NO,1.007443264,2.337031822
GXYLT1,hsa-mir-522,0.224643526,1.52E-06,5.42E-05,-0.300257003,0.010956048,0.041234038,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.994024221,2.862756313
MED15,hsa-mir-940,-0.113893725,0.015756927,0.086814832,0.666821278,2.17E-10,2.05E-08,targetprofiler-Yes,targetscan-NO,miRanda-NO,1.184246123,0.520034587
COX8A,hsa-mir-335,0.148891783,0.001557149,0.015416549,-0.309578461,0.008610839,0.034329417,targetprofiler-NO,targetscan-Yes,miRanda-NO,1.218140843,2.219972265
ABTB1,hsa-mir-766,-0.151755662,0.001258059,0.013061089,0.297409774,0.011775124,0.043552275,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.625146702,0.207273551
FBXO45,hsa-mir-944,0.383549936,0,0,-0.372078541,0.001397869,0.008416115,targetprofiler-NO,targetscan-Yes,miRanda-NO,1.806278204,3.552093515
ZNF2,hsa-mir-145,-0.117078578,0.013047256,0.075833744,0.467033243,4.03E-05,0.000500606,targetprofiler-NO,targetscan-Yes,miRanda-NO,1.126368253,0.202537913
SMARCE1,hsa-mir-1246,0.19074425,4.74E-05,0.000958275,-0.397513023,0.00059768,0.004319784,targetprofiler-Yes,targetscan-Yes,miRanda-NO,1.116759717,1.301821997
SH2B3,hsa-mir-579,-0.123224509,0.008954957,0.057721866,0.266008684,0.024947991,0.076719251,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.524747129,4.012084879
PPP1CB,hsa-mir-196b,0.237415541,3.59E-07,1.58E-05,-0.290677191,0.013926084,0.049483887,targetprofiler-Yes,targetscan-NO,miRanda-NO,1.108866169,5.573248528
PCYOX1L,hsa-mir-942,-0.171796253,0.000254811,0.003727147,0.292306451,0.013376639,0.048001413,targetprofiler-Yes,targetscan-Yes,miRanda-NO,0.987360268,1.084272732
C11orf30,hsa-mir-1301,0.295338796,1.73E-10,1.86E-08,-0.360533507,0.002011211,0.011180466,targetprofiler-NO,targetscan-Yes,miRanda-NO,1.011904725,0.762555719
PDLIM7,hsa-mir-379,0.128141986,0.006549403,0.045795721,-0.355452185,0.002350624,0.012614211,targetprofiler-NO,targetscan-NO,miRanda-Yes,1.471942377,2.136120779
GNG2,hsa-mir-143,0.283212226,9.97E-10,8.97E-08,-0.416563276,0.00030216,0.002513901,targetprofiler-Yes,targetscan-Yes,miRanda-NO,0.535890545,0.27743506
PHLDB3,hsa-mir-20a,0.17359097,0.000218876,0.003299101,-0.317554064,0.006965438,0.029182428,targetprofiler-NO,targetscan-NO,miRanda-Yes,1.974446176,5.102578669
SOX4,hsa-mir-1276,0.203802318,1.35E-05,0.000339024,-0.255000299,0.031861226,0.092037112,targetprofiler-Yes,targetscan-Yes,miRanda-NO,3.326151178,1.687250082
CFL2,hsa-mir-425,0.118868563,0.011712163,0.070182446,-0.43674602,0.000140172,0.001366174,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.393623155,2.176087913
KCNAB2,hsa-mir-1254,-0.192209167,4.14E-05,0.000856285,0.292956288,0.013162776,0.047407159,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.470073845,0.700672196
VEPH1,hsa-mir-140,0.285885681,6.82E-10,6.39E-08,-0.674366176,1.14E-10,1.19E-08,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.157889218,0.480769221
SAMD1,hsa-mir-130a,0.118192689,0.012201377,0.072259959,-0.441465017,0.000116307,0.001176439,targetprofiler-NO,targetscan-NO,miRanda-Yes,1.405583648,2.062070122
FAM83D,hsa-mir-93,0.312170816,1.32E-11,1.82E-09,-0.282000819,0.01719193,0.058001528,targetprofiler-NO,targetscan-NO,miRanda-Yes,4.688564512,2.84722477
CLCN7,hsa-mir-1180,-0.165800136,0.00041888,0.005523316,0.596255175,4.10E-08,1.71E-06,targetprofiler-NO,targetscan-Yes,miRanda-NO,1.445584327,0.310046531
SERPINB9,hsa-mir-1912,0.263581077,1.43E-08,9.50E-07,-0.396105418,0.000627577,0.004489261,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.779172405,4.030593037
CELF2,hsa-mir-2115,-0.132509234,0.004917275,0.037009003,0.338091209,0.003930628,0.018817798,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.440692269,0.919945444
SAV1,hsa-mir-15a,-0.160094445,0.000661958,0.007928587,0.305148955,0.009664026,0.037462326,targetprofiler-NO,targetscan-NO,miRanda-Yes,0.799814518,2.246919821
APBB2,hsa-mir-520h,0.286153311,6.57E-10,6.17E-08,-0.482740172,2.01E-05,0.000285311,targetprofiler-Yes,targetscan-NO,miRanda-NO,0.494474294,1.631507678
ZNF653,hsa-mir-939,-0.131833589,0.005143017,0.038276358,0.382004007,0.001011491,0.006531016,targetprofiler-NO,targetscan-NO,miRanda-Yes,1.013157545,1.215582229
TM4SF19,hsa-mir-181c,-0.144268727,0.002180173,0.019975019,0.275763175,0.019927672,0.064802063,targetprofiler-NO,targetscan-NO,miRanda-Yes,1.827359775,1.735162692
UBR5,hsa-mir-3684,0.113271245,0.016340712,0.089124418,-0.312792421,0.00791085,0.032185847,targetprofiler-NO,targetscan-Yes,miRanda-NO,1.40723252,1.62482675
UBE2K,hsa-mir-1323,0.301889461,6.49E-11,7.70E-09,-0.544574768,9.13E-07,2.26E-05,targetprofiler-NO,targetscan-Yes,miRanda-NO,1.430052956,0.546416716
SLC30A7,hsa-mir-126,-0.144185486,0.002193232,0.020063793,0.251593722,0.034301427,0.097257077,targetprofiler-NO,targetscan-NO,miRanda-Yes,1.41185613,1.326195104
LTBP2,hsa-mir-3170,-0.213699927,4.91E-06,0.000145778,0.428563717,0.000192495,0.001759126,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.483378544,2.592290267
HMGN5,hsa-mir-605,0.132710394,0.004851812,0.036642421,-0.325635484,0.005586531,0.024667125,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.937890836,0.053382098
RAB35,hsa-mir-183,-0.142850813,0.002412625,0.021578523,0.302810677,0.010264004,0.039233512,targetprofiler-Yes,targetscan-Yes,miRanda-NO,1.000196431,6.58148851
SEH1L,hsa-mir-421,0.307784706,2.63E-11,3.41E-09,-0.333651492,0.004462623,0.02074102,targetprofiler-NO,targetscan-Yes,miRanda-NO,1.400180711,1.942162381
